Source,URL
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-129
"""111.Binding effect of Supreme Court judgments""",http://bdlaws.minlaw.gov.bd/act-367/section-24668.html
Legislative and Parliamentary Affairs Division,https://en.wikipedia.org/wiki/Legislative_and_Parliamentary_Affairs_Division
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-130
"""Huge case backlog only hurting citizens""",https://www.thedailystar.net/opinion/editorial/news/huge-case-backlog-only-hurting-citizens-3306391
The Daily Star,https://en.wikipedia.org/wiki/The_Daily_Star_(Bangladesh)
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-131
"""Bangladesh | The Global State of Democracy""",https://www.idea.int/democracytracker/country/bangladesh
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-132
"""Home | The Global State of Democracy""",https://www.idea.int/democracytracker/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-133
"""Global State of Democracy Indices | The Global State of Democracy""",https://www.idea.int/democracytracker/gsod-indices
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-134
"""National Web Portal of Bangladesh""",http://www.bangladesh.gov.bd/site/view/division-list/List-of-Divisions
Archived,https://web.archive.org/web/20150923061605/http://www.bangladesh.gov.bd/site/view/division-list/List-of-Divisions
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-135
"""Rangpur becomes a divivion""",http://bdnews24.com/bangladesh/2010/01/25/rangpur-becomes-a-division
Archived,https://web.archive.org/web/20150903184553/http://bdnews24.com/bangladesh/2010/01/25/rangpur-becomes-a-division
a,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-namechange_136-0
b,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-namechange_136-1
"""Bangladesh changes English spellings of five districts""",https://bdnews24.com/bangladesh/2018/04/02/bangladesh-changes-english-spellings-of-five-districts
Archived,https://web.archive.org/web/20201215091950/https://bdnews24.com/bangladesh/2018/04/02/bangladesh-changes-english-spellings-of-five-districts
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-137
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-138
"""Health Bulletin 2016""",http://www.dghs.gov.bd/images/docs/Publicaations/HB%202016%20_2nd_edition_13_01_17.pdf
Archived,https://web.archive.org/web/20170613050056/http://dghs.gov.bd/images/docs/Publicaations/HB%202016%20_2nd_edition_13_01_17.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-139
"""Population Projection of Bangladesh: Dynamics and Trends, 2011–2061""",http://203.112.218.65:8008/WebTestApplication/userfiles/Image/PopMonographs/PopulationProjection.pdf
Archived,https://ghostarchive.org/archive/20221009/http://203.112.218.65:8008/WebTestApplication/userfiles/Image/PopMonographs/PopulationProjection.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-140
"""Bangladesh at 50: On the Path to Becoming a Middle Power""",https://thediplomat.com/2021/12/bangladesh-at-50-on-the-path-to-becoming-a-middle-power/
The Diplomat,https://en.wikipedia.org/wiki/The_Diplomat_(magazine)
Archived,https://web.archive.org/web/20220926153004/https://thediplomat.com/2021/12/bangladesh-at-50-on-the-path-to-becoming-a-middle-power/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-141
"""Understanding the Importance of Bangladesh in the Bay of Bengal and the Indo-Pacific""",https://www.nbr.org/publication/understanding-the-importance-of-bangladesh-in-the-bay-of-bengal-and-the-indo-pacific/
National Bureau of Asian Research,https://en.wikipedia.org/wiki/National_Bureau_of_Asian_Research
Archived,https://web.archive.org/web/20220926153004/https://www.nbr.org/publication/understanding-the-importance-of-bangladesh-in-the-bay-of-bengal-and-the-indo-pacific/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-142
"""Connecting South Asia and Southeast Asia: A Bangladesh Country Study""",https://www.adb.org/sites/default/files/publication/156355/adbi-wp500.pdf
Asian Development Bank,https://en.wikipedia.org/wiki/Asian_Development_Bank
Archived,https://ghostarchive.org/archive/20221009/https://www.adb.org/sites/default/files/publication/156355/adbi-wp500.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-143
"""Bangladesh enters Commonwealth""",https://www.thedailystar.net/backpage/news/bangladesh-enters-commonwealth-1894048
The Daily Star,https://en.wikipedia.org/wiki/The_Daily_Star_(Bangladesh)
Archived,https://web.archive.org/web/20220926153013/https://www.thedailystar.net/backpage/news/bangladesh-enters-commonwealth-1894048
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-144
"""Bangladesh marks 40 years as Member State of the UN""",https://news.un.org/en/audio/2014/09/592702
Archived,https://web.archive.org/web/20220926153010/https://news.un.org/en/audio/2014/09/592702
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-145
"""Roundtable on 'Non Traditional Security Threats in the Indo-Pacific Region' – NTS-Asia""",https://rsis-ntsasia.org/roundtable-on-non-traditional-security-threats-in-the-indo-pacific-region/
Archived,https://web.archive.org/web/20220928184723/https://rsis-ntsasia.org/roundtable-on-non-traditional-security-threats-in-the-indo-pacific-region/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-146
"""Prospects of India–Bangladesh Economic Cooperation: Implications for South Asian Regional Cooperation""",https://www.adb.org/sites/default/files/publication/156717/adbi-dp78.pdf
Asian Development Bank,https://en.wikipedia.org/wiki/Asian_Development_Bank
Archived,https://ghostarchive.org/archive/20221009/https://www.adb.org/sites/default/files/publication/156717/adbi-dp78.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-147
"""Bangladesh an example of religious harmony: OIC""",https://www.thedailystar.net/backpage/news/bangladesh-example-religious-harmony-oic-2064177
The Daily Star,https://en.wikipedia.org/wiki/The_Daily_Star_(Bangladesh)
Archived,https://web.archive.org/web/20220927102404/https://www.thedailystar.net/backpage/news/bangladesh-example-religious-harmony-oic-2064177
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-148
"""Bangladesh receives ""International Peace Award"" as D-8 founding member""",https://www.thedailystar.net/news/bangladesh/news/bangladesh-receives-international-peace-award-d-8-founding-member-3085371
The Daily Star,https://en.wikipedia.org/wiki/The_Daily_Star_(Bangladesh)
Archived,https://web.archive.org/web/20220927102352/https://www.thedailystar.net/news/bangladesh/news/bangladesh-receives-international-peace-award-d-8-founding-member-3085371
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-149
"""Regional Trade and Connectivity in South Asia Gets More Than $1 Billion Boost from World Bank""",https://www.worldbank.org/en/news/press-release/2022/06/28/regional-trade-and-connectivity-in-south-asia-gets-more-than-1-billion-boost-from-world-bank
Archived,https://web.archive.org/web/20220928184718/https://www.worldbank.org/en/news/press-release/2022/06/28/regional-trade-and-connectivity-in-south-asia-gets-more-than-1-billion-boost-from-world-bank
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-:5_150-0
"""Ultimate goal is to join ASEAN as a full member""",https://today.thefinancialexpress.com.bd/trade-market/ultimate-goal-is-to-join-asean-as-a-full-member-1743783067
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-151
"""Will Bangladesh join Asean? Maritime arbitration wins favour Dhaka""",https://www.scmp.com/week-asia/politics/article/3277348/will-bangladesh-join-asean-maritime-arbitration-wins-and-cultural-links-favour-dhaka
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-152
"""Perhaps: Should Bangladesh be a member of ASEAN?""",https://apakhabartv.com/2025/02/08/perhaps/
a,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-RohingyaHRW_153-0
b,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-RohingyaHRW_153-1
"""Bangladesh Is Not My Country""",https://www.hrw.org/report/2018/08/05/bangladesh-not-my-country/plight-rohingya-refugees-myanmar
Human Rights Watch,https://en.wikipedia.org/wiki/Human_Rights_Watch
Archived,https://web.archive.org/web/20220927102348/https://www.hrw.org/report/2018/08/05/bangladesh-not-my-country/plight-rohingya-refugees-myanmar
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-154
"""Bangladesh and Myanmar Resume Talks on Rohingya Repatriation""",https://thediplomat.com/2022/02/bangladesh-and-myanmar-resume-talks-on-rohingya-repatriation/
Archived,https://web.archive.org/web/20220928184715/https://thediplomat.com/2022/02/bangladesh-and-myanmar-resume-talks-on-rohingya-repatriation/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-155
"""Bangladesh tells UN that Rohingya refugees must return to Myanmar""",https://www.aljazeera.com/news/2022/8/17/rohingya-refugees-have-to-be-taken-back-bangladesh-pm-says
Al Jazeera,https://en.wikipedia.org/wiki/Al_Jazeera_Media_Network
Archived,https://web.archive.org/web/20220926223428/https://www.aljazeera.com/news/2022/8/17/rohingya-refugees-have-to-be-taken-back-bangladesh-pm-says
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-156
"""India-Bangladesh Bilateral Relations""",https://mea.gov.in/Portal/ForeignRelation/India_Bangladesh_MAR2021.pdf
Ministry of External Affairs (India),https://en.wikipedia.org/wiki/Ministry_of_External_Affairs_(India)
Archived,https://ghostarchive.org/archive/20221009/https://mea.gov.in/Portal/ForeignRelation/India_Bangladesh_MAR2021.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-157
"""India and Bangladesh Conflict over the Ganges River | Climate-Diplomacy""",https://climate-diplomacy.org/case-studies/india-and-bangladesh-conflict-over-ganges-river
Archived,https://web.archive.org/web/20221023122123/https://climate-diplomacy.org/case-studies/india-and-bangladesh-conflict-over-ganges-river
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-158
Transboundary Water Cooperation between Bangladesh and India in the Ganges River Basin: Exploring a Benefit-sharing Approach,http://www.diva-portal.org/smash/get/diva2:1499222/FULLTEXT01.pdf
Uppsala University,https://en.wikipedia.org/wiki/Uppsala_University
Archived,https://ghostarchive.org/archive/20221009/http://www.diva-portal.org/smash/get/diva2:1499222/FULLTEXT01.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-159
"""India Must Settle the Teesta River Dispute With Bangladesh for Lasting Gains""",https://thediplomat.com/2021/04/india-must-settle-the-teesta-river-dispute-with-bangladesh-for-lasting-gains/
The Diplomat,https://en.wikipedia.org/wiki/The_Diplomat_(magazine)
Archived,https://web.archive.org/web/20220927102352/https://thediplomat.com/2021/04/india-must-settle-the-teesta-river-dispute-with-bangladesh-for-lasting-gains/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-160
"""'Unlawful killings' along India border: Bangladeshi families seek justice""",https://www.aa.com.tr/en/asia-pacific/unlawful-killings-along-india-border-bangladeshi-families-seek-justice/2141343
Anadolu Agency,https://en.wikipedia.org/wiki/Anadolu_Agency
Archived,https://web.archive.org/web/20220927102348/https://www.aa.com.tr/en/asia-pacific/unlawful-killings-along-india-border-bangladeshi-families-seek-justice/2141343
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-161
"""Bangladesh sees highest border deaths in 10 years""",https://archive.dhakatribune.com/bangladesh/2020/12/22/bangladesh-sees-highest-border-deaths-in-10-years
Dhaka Tribune,https://en.wikipedia.org/wiki/Dhaka_Tribune
Archived,https://web.archive.org/web/20220927102351/https://archive.dhakatribune.com/bangladesh/2020/12/22/bangladesh-sees-highest-border-deaths-in-10-years
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-162
"""Should Pakistan apologize to Bangladesh for the 1971 war?""",https://www.dw.com/en/should-pakistan-apologize-to-bangladesh-for-the-1971-war/a-57051549
DW News,https://en.wikipedia.org/wiki/DW_News
Deutsche Welle,https://en.wikipedia.org/wiki/Deutsche_Welle
Archived,https://web.archive.org/web/20220927102348/https://www.dw.com/en/should-pakistan-apologize-to-bangladesh-for-the-1971-war/a-57051549
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-163
"""Decoding China-Bangladesh relationship""",https://www.orfonline.org/expert-speak/41935-decoding-china-bangladesh-relationship/
Observer Research Foundation,https://en.wikipedia.org/wiki/Observer_Research_Foundation
Archived,https://web.archive.org/web/20220927102352/https://www.orfonline.org/expert-speak/41935-decoding-china-bangladesh-relationship/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-164
"""50 Years of Japan-Bangladesh Ties: From Economic to Strategic Partnership""",https://thediplomat.com/2022/02/50-years-of-japan-bangladesh-ties-from-economic-to-strategic-partnership/
The Diplomat,https://en.wikipedia.org/wiki/The_Diplomat_(magazine)
Archived,https://web.archive.org/web/20220926153002/https://thediplomat.com/2022/02/50-years-of-japan-bangladesh-ties-from-economic-to-strategic-partnership/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-165
"""Bangladesh and Saudi Arabia have extremely cordial relations – Rizvi""",https://saudigazette.com.sa/article/38010
Archived,https://web.archive.org/web/20220928184720/https://saudigazette.com.sa/article/38010
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-166
"""Middle East dual shock spillover on Bangladesh's remittance""",https://www.tbsnews.net/thoughts/middle-east-dual-shock-spillover-bangladeshs-remittance-108325
Archived,https://web.archive.org/web/20220928184724/https://www.tbsnews.net/thoughts/middle-east-dual-shock-spillover-bangladeshs-remittance-108325
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-167
"""Experts: Middle East remains key to Bangladesh's fortunes in a changing world""",https://www.dhakatribune.com/bangladesh/2022/06/29/experts-middle-east-remains-key-to-bangladeshs-fortunes-in-a-changing-world
Dhaka Tribune,https://en.wikipedia.org/wiki/Dhaka_Tribune
Archived,https://web.archive.org/web/20220927102351/https://www.dhakatribune.com/bangladesh/2022/06/29/experts-middle-east-remains-key-to-bangladeshs-fortunes-in-a-changing-world
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-168
"""COP26 and Bangladesh: Time to Consolidate Climate Diplomacy""",https://study.soas.ac.uk/cop26-bangladesh-climate-diplomacy/
Archived,https://web.archive.org/web/20220928184721/https://study.soas.ac.uk/cop26-bangladesh-climate-diplomacy/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-169
"""The Military and Democracy in Bangladesh""",http://press-files.anu.edu.au/downloads/press/p33231/mobile/ch07.html
Archived,https://web.archive.org/web/20171010141253/http://press-files.anu.edu.au/downloads/press/p33231/mobile/ch07.html
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-IISS_170-0
International Institute for Strategic Studies,https://en.wikipedia.org/wiki/International_Institute_for_Strategic_Studies
Routledge,https://en.wikipedia.org/wiki/Routledge
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-1-85743-955-7,https://en.wikipedia.org/wiki/Special:BookSources/978-1-85743-955-7
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-171
Bangladesh Navy,https://web.archive.org/web/20120112044228/http://www.bangladeshnavy.org/glance.html
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-172
"""Contribution of Uniformed Personnel to UN by Country and Personnel Type""",https://peacekeeping.un.org/sites/default/files/01_contributions_to_un_peacekeeping_operations_by_country_and_post_59_february_23.pdf.pdf
Archived,https://web.archive.org/web/20230512143419/https://peacekeeping.un.org/sites/default/files/01_contributions_to_un_peacekeeping_operations_by_country_and_post_59_february_23.pdf.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-173
"""Military expenditure (% of GDP) – Bangladesh""",https://data.worldbank.org/indicator/MS.MIL.XPND.GD.ZS?locations=BD
Archived,https://web.archive.org/web/20220207232946/https://data.worldbank.org/indicator/MS.MIL.XPND.GD.ZS?locations=BD
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-174
"""Budget FY21: Military spending increases by Tk2,327 crore""",https://archive.dhakatribune.com/business/economy/2020/06/11/military-spending-increases-by-tk2-327-crore
Archived,https://web.archive.org/web/20220207231443/https://archive.dhakatribune.com/business/economy/2020/06/11/military-spending-increases-by-tk2-327-crore
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-175
"""Rivals India and China woo Bangladesh with aid totalling $46 b""",http://www.ft.lk/article/609166/Rivals-India-and-China-woo-Bangladesh-with-aid-totalling---46-b
Daily FT,https://en.wikipedia.org/wiki/Daily_FT
Archived,https://web.archive.org/web/20170728123712/http://www.ft.lk/article/609166/Rivals-India-and-China-woo-Bangladesh-with-aid-totalling---46-b
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-176
"""Migration, river management, radicalisation: What does the future hold for India-Bangladesh relations?""",https://www.orfonline.org/research/migration-river-management-radicalisation-66008/
Archived,https://web.archive.org/web/20220207231444/https://www.orfonline.org/research/migration-river-management-radicalisation-66008/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-177
"""Bangladesh and India's Northeast: A security perspective""",https://www.thedailystar.net/news-detail-206537
Archived,https://web.archive.org/web/20220208025833/https://www.thedailystar.net/news-detail-206537
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-178
"""The U.S. Should Deepen Ties With Bangladesh""",https://foreignpolicy.com/2021/12/01/us-bangladesh-relations-dhaka-india-china-bri/
Archived,https://web.archive.org/web/20220207162327/https://foreignpolicy.com/2021/12/01/us-bangladesh-relations-dhaka-india-china-bri/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-179
"""Defense Cooperation Agreements and the Emergence of a Global Security Network""",https://doi.org/10.1017%2FS0020818318000218
doi,https://en.wikipedia.org/wiki/Doi_(identifier)
10.1017/S0020818318000218,https://doi.org/10.1017%2FS0020818318000218
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-180
Bibcode,https://en.wikipedia.org/wiki/Bibcode_(identifier)
2005ProfG..57..495P,https://ui.adsabs.harvard.edu/abs/2005ProfG..57..495P
doi,https://en.wikipedia.org/wiki/Doi_(identifier)
10.1111/j.1467-9272.2005.00494.x,https://doi.org/10.1111%2Fj.1467-9272.2005.00494.x
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-181
"""U.S. keen on military ties with Dhaka | Uae""",https://gulfnews.com/uae/us-keen-on-military-ties-with-dhaka-1.386026
Archived,https://web.archive.org/web/20220207162344/https://gulfnews.com/uae/us-keen-on-military-ties-with-dhaka-1.386026
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-182
"""US wants 2 defence deals with Bangladesh""",https://www.thedailystar.net/frontpage/us-wants-2-defence-deals-bangladesh-1815466
Archived,https://web.archive.org/web/20220207162327/https://www.thedailystar.net/frontpage/us-wants-2-defence-deals-bangladesh-1815466
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-183
"""Bangladesh ratifies nuclear weapons prohibition treaty""",https://www.dhakatribune.com/bangladesh/government-affairs/2019/09/28/bangladesh-ratifies-nuclear-weapons-prohibition-treaty
Archived,https://web.archive.org/web/20200920163951/https://www.dhakatribune.com/bangladesh/government-affairs/2019/09/28/bangladesh-ratifies-nuclear-weapons-prohibition-treaty
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-184
"""Detail""",https://web.archive.org/web/20190626213607/https://www.bti-project.org/en/reports/country-reports/detail/itc/BGD/
the original,https://www.bti-project.org/en/reports/country-reports/detail/itc/BGD/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-185
"""The rise and fade of NGOs?""",https://web.archive.org/web/20220108042353/https://netra.news/2021/the-rise-and-fade-of-ngos-2357
the original,https://netra.news/2021/the-rise-and-fade-of-ngos-2357
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-186
"""Bangladesh's NGOs at 50: a conversation between David Lewis and Naomi Hossain""",https://blogs.lse.ac.uk/internationaldevelopment/2021/10/25/bangladeshs-ngos-at-50-a-conversation-between-david-lewis-and-naomi-hossain/
Archived,https://web.archive.org/web/20220108042356/https://blogs.lse.ac.uk/internationaldevelopment/2021/10/25/bangladeshs-ngos-at-50-a-conversation-between-david-lewis-and-naomi-hossain/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-187
"""Is our civil society dead?""",https://www.dhakatribune.com/op-ed/2021/12/30/is-our-civil-society-dead
Dhaka Tribune,https://en.wikipedia.org/wiki/Dhaka_Tribune
Archived,https://web.archive.org/web/20220108225153/https://www.dhakatribune.com/op-ed/2021/12/30/is-our-civil-society-dead
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-188
"""'Death squad': Inside Bangladesh's Rapid Action Battalion""",https://www.dw.com/en/death-squad-inside-bangladeshs-rapid-action-battalion/a-65209010
DW News,https://en.wikipedia.org/wiki/DW_News
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-189
"""The Constitution of the People's Republic of Bangladesh | 35. Protection in respect of trial and punishment""",http://bdlaws.minlaw.gov.bd/act-367/section-24583.html
Archived,https://web.archive.org/web/20220108042355/http://bdlaws.minlaw.gov.bd/act-367/section-24583.html
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-190
"""Jonny's custodial death case: Lessons learned from the verdict""",https://www.thedailystar.net/law-our-rights/news/jonnys-custodial-death-case-lessons-learned-the-verdict-1969413
Archived,https://web.archive.org/web/20220108042350/https://www.thedailystar.net/law-our-rights/news/jonnys-custodial-death-case-lessons-learned-the-verdict-1969413
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-191
"""Bangladesh: Prisoner of conscience faces prolonged detention: Shahidul Alam""",https://www.amnesty.org/en/documents/asa13/9065/2018/en/
Amnesty International,https://en.wikipedia.org/wiki/Amnesty_International
Archived,https://web.archive.org/web/20220108042350/https://www.amnesty.org/en/documents/asa13/9065/2018/en/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-192
"""Bangladesh: Senior Awami League politician in danger of torture""",https://www.amnesty.org/en/wp-content/uploads/2021/06/asa130022003en.pdf
Amnesty International,https://en.wikipedia.org/wiki/Amnesty_International
Archived,https://ghostarchive.org/archive/20221009/https://www.amnesty.org/en/wp-content/uploads/2021/06/asa130022003en.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-193
"""Bangladesh to tone down 'draconian' digital security law""",https://www.aljazeera.com/news/2023/8/7/bangladesh-to-tone-down-draconian-digital-security-law
Al Jazeera,https://en.wikipedia.org/wiki/Al_Jazeera
Archived,https://web.archive.org/web/20240902065035/https://www.aljazeera.com/news/2023/8/7/bangladesh-to-tone-down-draconian-digital-security-law
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-194
"""Bangladesh: IPI welcomes repeal and replacement of Digital Security Act""","https://ipi.media/bangladesh-ipi-welcomes-repeal-and-replacement-of-digital-security-act/#:~:text=This%20month%2C%20in%20response%20to,according%20to%20The%20Business%20Standard"
Archived,"https://web.archive.org/web/20240226201510/https://ipi.media/bangladesh-ipi-welcomes-repeal-and-replacement-of-digital-security-act/#:~:text=This%20month%2C%20in%20response%20to,according%20to%20The%20Business%20Standard"
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-195
"""Treasury Sanctions Perpetrators of Serious Human Rights Abuse on International Human Rights Day""",https://home.treasury.gov/news/press-releases/jy0526
United States Department of the Treasury,https://en.wikipedia.org/wiki/United_States_Department_of_the_Treasury
Archived,https://web.archive.org/web/20230226182610/https://home.treasury.gov/news/press-releases/jy0526
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-196
"""Bangladesh: Country Profile""",https://freedomhouse.org/country/bangladesh
Freedom House,https://en.wikipedia.org/wiki/Freedom_House
Archived,https://web.archive.org/web/20150212185912/https://freedomhouse.org/country/bangladesh
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-197
Bangladesh,https://freedomhouse.org/country/bangladesh
Archived,https://web.archive.org/web/20150212185912/https://freedomhouse.org/country/bangladesh
Wayback Machine,https://en.wikipedia.org/wiki/Wayback_Machine
Freedom House,https://en.wikipedia.org/wiki/Freedom_House
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-198
"""Bangladesh – Country report – Freedom in the World – 2016""",https://web.archive.org/web/20160610020814/https://freedomhouse.org/report/freedom-world/2016/bangladesh
Freedom House,https://en.wikipedia.org/wiki/Freedom_House
the original,https://freedomhouse.org/report/freedom-world/2016/bangladesh
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-199
"""Democracy Index 2014: Democracy and its discontents""",http://www.sudestada.com.uy/Content/Articles/421a313a-d58f-462e-9b24-2504a37f6b56/Democracy-index-2014.pdf
The Economist,https://en.wikipedia.org/wiki/The_Economist
Archived,https://ghostarchive.org/archive/20221009/http://www.sudestada.com.uy/Content/Articles/421a313a-d58f-462e-9b24-2504a37f6b56/Democracy-index-2014.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-200
"""Global Peace Index 2022""",https://www.visionofhumanity.org/wp-content/uploads/2022/06/GPI-2022-web.pdf
Institute for Economics & Peace,https://en.wikipedia.org/wiki/Institute_for_Economics_%26_Peace
Archived,https://ghostarchive.org/archive/20221009/https://www.visionofhumanity.org/wp-content/uploads/2022/06/GPI-2022-web.pdf
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-201
"""Clashing ideologies""",http://www.dandc.eu/en/article/bangladeshs-crisis-civil-liberties-and-human-rights
Archived,https://web.archive.org/web/20151222125141/http://www.dandc.eu/en/article/bangladeshs-crisis-civil-liberties-and-human-rights
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-202
"""LGBT Activists Are Using Visual Arts to Change Hearts and Minds in Bangladesh""",https://www.hrw.org/news/2019/01/18/lgbt-activists-are-using-visual-arts-change-hearts-and-minds-bangladesh
Human Rights Watch,https://en.wikipedia.org/wiki/Human_Rights_Watch
Archived,https://web.archive.org/web/20221003175319/https://www.hrw.org/news/2019/01/18/lgbt-activists-are-using-visual-arts-change-hearts-and-minds-bangladesh
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-203
"""Where does Bangladesh stand on homosexuality issue?""",https://web.archive.org/web/20170605155955/http://archive.dhakatribune.com/bangladesh/2016/apr/27/where-does-bangladesh-stand-homosexuality-issue
the original,http://archive.dhakatribune.com/bangladesh/2016/apr/27/where-does-bangladesh-stand-homosexuality-issue
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-204
"""Bangladesh authorities arrest 27 men on suspicion of being gay""",https://www.independent.co.uk/news/world/asia/bangladesh-authorities-arrest-27-men-gay-homosexuality-muslim-country-islam-police-charge-a7744366.html
The Independent,https://en.wikipedia.org/wiki/The_Independent
Archived,https://web.archive.org/web/20190321164257/https://www.independent.co.uk/news/world/asia/bangladesh-authorities-arrest-27-men-gay-homosexuality-muslim-country-islam-police-charge-a7744366.html
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-205
"""Understanding the Lives of Bangladesh's LGBTI Community""",https://www.iri.org/resources/iri-conducts-innovative-mixed-method-lgbti-study-in-bangladesh/
Archived,https://web.archive.org/web/20240308183530/https://www.iri.org/resources/iri-conducts-innovative-mixed-method-lgbti-study-in-bangladesh/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-206
"""Bangladesh Adds Third Gender Option to Voter Forms""",https://thediplomat.com/2018/01/bangladesh-adds-third-gender-option-to-voter-forms/
Archived,https://web.archive.org/web/20240902065035/https://thediplomat.com/2018/01/bangladesh-adds-third-gender-option-to-voter-forms/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-207
"""Modern slavery in Bangladesh""",https://www.walkfree.org/global-slavery-index/country-studies/bangladesh/
Walk Free,https://en.wikipedia.org/wiki/Walk_Free
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-208
"""Corruption Perceptions Index 2018 – Transparency International""",https://web.archive.org/web/20190130053429/https://www.transparency.org/cpi2018/results
Transparency International,https://en.wikipedia.org/wiki/Transparency_International
the original,https://www.transparency.org/cpi2018/results
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-209
Corruption in Service Sectors: National Household Survey 2015,https://www.ti-bangladesh.org/beta3/images/2016/es_nhhs_16_en.pdf
Archived,https://web.archive.org/web/20170107003918/https://www.ti-bangladesh.org/beta3/images/2016/es_nhhs_16_en.pdf
